Joel         1-3 , Psalms 125, zQLazbgz90c
Amos         1-5 , Psalms 126, mGgWaPGpGz4
Amos         6-9 , Psalms 127,
Obadiah      1   , Psalms 128, i4ogCrEoG5s
Jonah        1-4 , Psalms 129, dLIabZc0O4c
Micah        1-4 , Psalms 130, MFEUEcylwLc
Micah        5-7 , Psalms 131,
Nahum        1-3 , Psalms 132, Y30DanA5EhU
Habakkuk     1-3 , Psalms 133, OPMaRqGJPUU
Zephaniah    1-3 , Psalms 134, oFZknKPNvz8
Job          1-3 , Psalms 135, xQwnH8th_fs
Job          4-7 , Psalms 136,
Job          8-11, Psalms 137,
Job         12-15, Psalms 138,
Job         16-19, Psalms 139,
Job         20-23, Psalms 140,
Job         24-28, Psalms 141,
Job         29-31, Psalms 142,
Job         32-34, Psalms 143,
Job         35-37, Psalms 144,
Job         38-39, Psalms 145,
Job         40-42, Psalms 146,
Psalms       1-2 , Psalms 147, j9phNEaPrv8
Proverbs     1-3 , Psalms 148, AzmYV8GNAIM
Proverbs     4-6 , Psalms 149,
Proverbs     7-9 , Psalms 150,
Proverbs    10-12, Psalms   1,
Proverbs    13-15, Psalms   2,
Proverbs    16-18, Psalms   3,
Proverbs    19-21, Psalms   4,
Proverbs    22-24, Psalms   5,
Proverbs    25-27, Psalms   6,
Proverbs    28-31, Psalms   7,
Ecclesiastes 1-4 , Psalms   8, lrsQ1tc-2wk
Ecclesiastes 5-8 , Psalms   9,
Ecclesiastes 9-12, Psalms  10,
Song of Songs 1-4, Psalms  11, 4KC7xE4fgOw
Song of Songs 5-8, Psalms  12,
Jeremiah       1-3 , Psalms  13, 0ySdexKsNxc
Jeremiah       4-6 , Psalms  14,
Jeremiah       7-9 , Psalms  15,
Jeremiah      10-13, Psalms  16,
Jeremiah      14-17, Psalms  17,
Jeremiah      18-22, Psalms  18,
Jeremiah      23-25, Psalms  19,
Jeremiah      26-29, Psalms  20,
Jeremiah      30-32, Psalms  21, 3BGO9Mmd_cU
Jeremiah      33-36, Psalms  22,
Jeremiah      37-39, Psalms  23,
Jeremiah      40-44, Psalms  24,
Jeremiah      45-48, Psalms  25,
Jeremiah      49-50, Psalms  26,
Jeremiah      51-52, Psalms  27,
Lamentations   1-2,  Psalms  28, p8GDFPdaQZQ
Lamentations   3  ,  Psalms  29,
Lamentations   4-5,  Psalms  30,
Ezekiel        1-4 , Psalms  31, R-CIPu1nko8
Ezekiel        5-8 , Psalms  32,
Ezekiel        9-12, Psalms  33,
Ezekiel       13-15, Psalms  34,
Ezekiel       16-18, Psalms  35,
Ezekiel       19-21, Psalms  36,
Ezekiel       22-24, Psalms  37,
Ezekiel       25-27, Psalms  38,
Ezekiel       28-30, Psalms  39,
Ezekiel       31-33, Psalms  40, SDeCWW_Bnyw
Ezekiel       34-36, Psalms  41, 3BGO9Mmd_cU
Ezekiel       37-39, Psalms  42,
Ezekiel       40-44, Psalms  43,
Ezekiel       45-48, Psalms  44, l9vn5UvsHvM
Ezra           1-3 , Psalms  45, MkETkRv9tG8
Ezra           4-7 , Psalms  46,
Ezra           8-10, Psalms  47,
Nehemiah       1-3 , Psalms  48, MkETkRv9tG8
Nehemiah       4-6 , Psalms  49,
Nehemiah       7-9 , Psalms  50,
Nehemiah      10-11, Psalms  51,
Nehemiah      12-13, Psalms  52,
Esther         1-5 , Psalms  53, JydNSlufRIs
Esther         6-10, Psalms  54,
Daniel         1-3 , Psalms  55, 9cSC9uobtPM
Daniel         4-6 , Psalms  56,
Daniel         7-9 , Psalms  57,
Daniel        10-12, Psalms  58,
Haggai         1-2 , Psalms  59, juPvv_xcX-U
Zechariah      1-4 , Psalms  60, _106IfO6Kc0
Zechariah      5-8 , Psalms  61,
Zechariah      9-14, Psalms  62,
Malachi        1-2 , Psalms  63, HPGShWZ4Jvk
Malachi        3-4 , Psalms  64,
1 Chronicles   1-10, Psalms  65, HR7xaHv3Ias
1 Chronicles  11-14, Psalms  66,
1 Chronicles  15-17, Psalms  67,
1 Chronicles  18-21, Psalms  68,
1 Chronicles  22-24, Psalms  69,
1 Chronicles  25-28, Psalms  70,
2 Chronicles   1-4 , Psalms  71, HR7xaHv3Ias
2 Chronicles   5-8 , Psalms  72,
2 Chronicles   9-12, Psalms  73,
2 Chronicles  13-17, Psalms  74,
2 Chronicles  18-20, Psalms  75,
2 Chronicles  21-24, Psalms  76,
2 Chronicles  25-27, Psalms  77,
2 Chronicles  28-31, Psalms  78,
2 Chronicles  32-34, Psalms  79,
2 Chronicles  35-36, Psalms  80,
Matthew        1-2 , Psalms  81, NUh9Bsiee_U
Matthew        3-4 , Psalms  82, xmFPS0f-kzs
Matthew        5-6 , Psalms  83, 3BGO9Mmd_cU
Matthew        7-8 , Psalms  84,
Matthew        9-10, Psalms  85,
Matthew       11-12, Psalms  86,
Matthew       13-14, Psalms  87, GGCF3OPWN14
Matthew       15-16, Psalms  88,
Matthew       17-18, Psalms  89,
Matthew       19-20, Psalms  90,
Matthew       21-22, Psalms  91,
Matthew       23-24, Psalms  92,
Matthew       25-26, Psalms  93,
Matthew       27-28, Psalms  94,
Mark           1-2 , Psalms  95, HGHqu9-DtXk
Mark           3-4 , Psalms  96, xmFPS0f-kzs
Mark           5-6 , Psalms  97,
Mark           7-8 , Psalms  98, 3dEh25pduQ8
Mark           9-10, Psalms  99,
Mark          11-12, Psalms 100,
Mark          13-14, Psalms 101,
Mark          15-16, Psalms 102,
John           1-2 , Psalms 103, G-2e9mMf7E8
John           3-4 , Psalms 104, Zy2AQlK6C5k
John           5-6 , Psalms 105,
John           7-8 , Psalms 106,
John           9-10, Psalms 107,
John          11-12, Psalms 108,
John          13-15, Psalms 109, RUfh_wOsauk
John          16-18, Psalms 110,
John          19-21, Psalms 111,
Luke           1   , Psalms 112, XIb_dCIxzr0
Luke           2-3 , Psalms 113,
Luke           4-5 , Psalms 114,
Luke           6-7 , Psalms 115,
Luke           8-9 , Psalms 116,
Luke          10-11, Psalms 117,
Luke          12-13, Psalms 118,
Luke          14-16, Psalms 119:1-32, 26z_KhwNdD8
Luke          17-18, Psalms 119:33-64,
Luke          19-20, Psalms 119:65-96,
Luke          21-22, Psalms 119:97-128,
Luke          23-24, Psalms 119:129-152,
Acts           1-2 , Psalms 119:153-176, CGbNw855ksw
Acts           3-4 , Psalms 120,
Acts           5-6 , Psalms 121,
Acts           7-8 , Psalms 122,
Acts           9-10, Psalms 123,
Acts          11-12, Psalms 124,
Acts          13-14, Psalms 125, Z-17KxpjL0Q
Acts          15-16, Psalms 126,
Acts          17-18, Psalms 127,
Acts          19-20, Psalms 128,
Acts          21-22, Psalms 129,
Acts          23-24, Psalms 130,
Acts          25-26, Psalms 131,
Acts          27-28, Psalms 132,
Romans           1-2 , Psalms 133, ej_6dVdJSIU
Romans           3-4 , Psalms 134,
Romans           5-6 , Psalms 135, 0SVTl4Xa5fY
Romans           7-8 , Psalms 136,
Romans           9-10, Psalms 137,
Romans          11-12, Psalms 138,
Romans          13-14, Psalms 139,
Romans          15-16, Psalms 140,
1 Corinthians    1-2 , Psalms 141, yiHf8klCCc4
1 Corinthians    3-4 , Psalms 142,
1 Corinthians    5-6 , Psalms 143,
1 Corinthians    7-8 , Psalms 144,
1 Corinthians    9-10, Psalms 145,
1 Corinthians   11-12, Psalms 146,
1 Corinthians   13-14, Psalms 147,
1 Corinthians   15-16, Psalms 148,
2 Corinthians    1-2 , Psalms 149, 3lfPK2vfC54
2 Corinthians    3-4 , Psalms 150,
2 Corinthians    5-6 , Psalms   1,
2 Corinthians    7-8 , Psalms   2,
2 Corinthians    9-10, Psalms   3,
2 Corinthians   11-13, Psalms   4,
Galations        1-2 , Psalms   5, vmx4UjRFp0M
Galations        3-4 , Psalms   6,
Galations        5-6 , Psalms   7,
Ephesians        1-2 , Psalms   8, Y71r-T98E2Q
Ephesians        3-4 , Psalms   9,
Ephesians        5-6 , Psalms  10,
Philippians      1-2 , Psalms  11, oE9qqW1-BkU
Philippians      3-4 , Psalms  12,
Colossians       1-2 , Psalms  13, pXTXlDxQsvc
Colossians       3-4 , Psalms  14, YbipxLDtY8c
1 Thessalonians  1-2 , Psalms  15, No7Nq6IX23c
1 Thessalonians  3-4 , Psalms  16,
1 Thessalonians  5   , Psalms  17,
2 Thessalonians  1-2 , Psalms  18, kbPBDKOn1cc
1 Timothy        1-2 , Psalms  19, 7RoqnGcEjcs
1 Timothy        3-4 , Psalms  20,
1 Timothy        5-6 , Psalms  21,
2 Timothy        1-4 , Psalms  22, urlvnxCaL00
Titus            1-3 , Psalms  23, qgAZH5ExwrM
Philemon         1   , Psalms  24, aW9Q3Jt6Yvk
Hebrews          1-2 , Psalms  25, 1fNWTZZwgbs
Hebrews          3-4 , Psalms  26,
Hebrews          5-6 , Psalms  27,
Hebrews          7-8 , Psalms  28,
Hebrews          9-10, Psalms  29, G_OlRWGLdnw
Hebrews         11-13, Psalms  30,
James            1-3 , Psalms  31, k9XbsPksEsg
James            4-5 , Psalms  32,
1 Peter          1-2 , Psalms  33, WhP7AZQlzCg
1 Peter          3-5 , Psalms  34,
2 Peter          1-3 , Psalms  35, wWLv_ITyKYc
1 John           1-2 , Psalms  36, l3QkE6nKylM
1 John           3-4 , Psalms  37,
"1 John 5, 2 John, 3 John", Psalms 38,
Jude             1   , Psalms  39, 6UoCmakZmys
Revelations      1-3 , Psalms  40, ...
Revelations      4-6 , Psalms  41,
Revelations      7-9 , Psalms  42,
Revelations     10-11, Psalms  43,
Revelations     12-13, Psalms  44,
Revelations     14-16, Psalms  45,
Revelations     17-18, Psalms  46,
Revelations     19-20, Psalms  47,
Revelations     21-22, Psalms  48, YbipxLDtY8c
